location,total_sqft,bhk,bath,metro_dist,price
Uppal,1717,2,3.0,0.1,91.25
Jubilee Hills,3375,4,4.0,2.5,639.47
Miyapur,2282,3,3.0,0.2,129.96
Madhapur,2165,3,3.0,1.0,229.54
Miyapur,1920,3,3.0,0.2,128.66
Ameerpet,2781,3,3.0,0.0,214.41
Manikonda,2281,3,3.0,4.0,141.34
Uppal,3070,4,5.0,0.1,147.86
Kukatpally,1515,2,2.0,0.5,121.39
Gachibowli,2060,3,4.0,1.5,196.47
Ameerpet,2223,3,3.0,0.0,176.45
Gachibowli,3623,4,4.0,1.5,310.26
Manikonda,1184,2,2.0,4.0,70.11
Gachibowli,1998,3,3.0,1.5,186.98
Miyapur,3143,4,4.0,0.2,183.24
Gachibowli,2127,3,3.0,1.5,184.58
Kukatpally,3279,4,4.0,0.5,228.22
Gachibowli,3025,4,4.0,1.5,263.28
Gachibowli,2863,4,4.0,1.5,282.46
Kukatpally,1371,2,3.0,0.5,103.81
Madhapur,1885,3,3.0,1.0,182.12
Uppal,1464,2,2.0,0.1,88.13
Kukatpally,3628,4,5.0,0.5,235.74
Kukatpally,3412,4,4.0,0.5,253.38
Uppal,801,1,2.0,0.1,54.06
Jubilee Hills,1218,2,3.0,2.5,237.04
Manikonda,3902,4,4.0,4.0,262.12
Miyapur,3366,4,4.0,0.2,199.48
Gachibowli,3641,4,4.0,1.5,317.43
Manikonda,2388,3,3.0,4.0,149.1
Gachibowli,1500,2,2.0,1.5,132.58
Manikonda,2270,3,4.0,4.0,155.97
Madhapur,3316,4,4.0,1.0,314.15
Banjara Hills,3078,4,4.0,3.0,492.53
Uppal,1608,2,2.0,0.1,87.1
Miyapur,2913,4,4.0,0.2,175.13
Banjara Hills,1222,2,2.0,3.0,192.93
Madhapur,3639,4,4.0,1.0,376.22
Banjara Hills,1451,2,3.0,3.0,197.71
Kondapur,3089,4,5.0,2.0,271.29
Gachibowli,2564,3,3.0,1.5,246.25
Banjara Hills,879,1,1.0,3.0,138.62
Kondapur,3958,4,4.0,2.0,323.23
Jubilee Hills,2372,3,3.0,2.5,448.72
Kukatpally,2485,3,3.0,0.5,173.57
Miyapur,3769,4,4.0,0.2,225.77
Kondapur,3425,4,4.0,2.0,302.31
Banjara Hills,2217,3,4.0,3.0,325.21
Banjara Hills,1683,2,2.0,3.0,242.81
Ameerpet,3641,4,5.0,0.0,283.4
Gachibowli,2582,3,4.0,1.5,241.87
Kondapur,3637,4,4.0,2.0,303.35
Manikonda,2173,3,4.0,4.0,151.74
Banjara Hills,3397,4,4.0,3.0,519.45
Gachibowli,2052,3,3.0,1.5,182.76
Kukatpally,2838,4,4.0,0.5,209.59
Banjara Hills,3839,4,4.0,3.0,593.04
Uppal,1841,3,4.0,0.1,92.94
Banjara Hills,3613,4,4.0,3.0,574.83
Uppal,2915,4,4.0,0.1,149.21
Gachibowli,1069,2,2.0,1.5,105.42
Banjara Hills,1763,2,3.0,3.0,294.53
Manikonda,2398,3,3.0,4.0,159.25
Banjara Hills,2114,3,3.0,3.0,325.51
Uppal,1639,2,2.0,0.1,94.34
Ameerpet,2491,3,4.0,0.0,195.65
Gachibowli,2140,3,3.0,1.5,194.24
Gachibowli,2293,3,3.0,1.5,223.35
Kukatpally,1738,2,2.0,0.5,125.21
Manikonda,3757,4,4.0,4.0,251.58
Uppal,1100,2,2.0,0.1,65.39
Gachibowli,3588,4,4.0,1.5,312.64
Kondapur,3317,4,4.0,2.0,270.8
Ameerpet,3776,4,4.0,0.0,289.54
Jubilee Hills,3689,4,4.0,2.5,676.35
Jubilee Hills,1590,2,2.0,2.5,273.19
Madhapur,858,1,1.0,1.0,92.27
Uppal,1446,2,2.0,0.1,74.39
Jubilee Hills,2447,3,3.0,2.5,457.48
Manikonda,2866,4,4.0,4.0,173.3
Banjara Hills,3609,4,5.0,3.0,552.8
Uppal,2411,3,3.0,0.1,115.98
Kukatpally,2896,4,4.0,0.5,202.97
Gachibowli,1979,3,3.0,1.5,171.45
Madhapur,2229,3,3.0,1.0,232.11
Ameerpet,3737,4,4.0,0.0,269.58
Kukatpally,1898,3,3.0,0.5,138.19
Miyapur,987,1,1.0,0.2,74.95
Manikonda,1989,3,3.0,4.0,127.74
Manikonda,3216,4,4.0,4.0,192.18
Madhapur,3889,4,5.0,1.0,384.39
Banjara Hills,2203,3,3.0,3.0,353.37
Jubilee Hills,2847,4,4.0,2.5,490.59
Uppal,1627,2,2.0,0.1,100.06
Kukatpally,2213,3,4.0,0.5,153.61
Kukatpally,3800,4,4.0,0.5,239.24
Jubilee Hills,1159,2,2.0,2.5,224.3
Jubilee Hills,1291,2,3.0,2.5,230.95
Kondapur,3355,4,5.0,2.0,259.2
Kondapur,3492,4,5.0,2.0,286.67
Kukatpally,1270,2,2.0,0.5,100.51
Uppal,3509,4,5.0,0.1,177.05
Gachibowli,865,1,1.0,1.5,86.29
Madhapur,1964,3,3.0,1.0,203.0
Manikonda,2151,3,3.0,4.0,145.44
Madhapur,1333,2,2.0,1.0,139.89
Madhapur,3107,4,4.0,1.0,303.92
Kukatpally,2382,3,3.0,0.5,179.26
Uppal,2977,4,4.0,0.1,161.7
Miyapur,1365,2,3.0,0.2,82.23
Miyapur,1245,2,2.0,0.2,81.26
Miyapur,1580,2,2.0,0.2,105.62
Ameerpet,2711,3,4.0,0.0,201.01
Jubilee Hills,2074,3,4.0,2.5,358.35
Madhapur,2702,3,3.0,1.0,251.31
Ameerpet,819,1,1.0,0.0,69.39
Miyapur,933,1,1.0,0.2,59.02
Kukatpally,2575,3,3.0,0.5,180.8
Kondapur,3688,4,4.0,2.0,303.48
Miyapur,2412,3,3.0,0.2,147.8
Kukatpally,3593,4,5.0,0.5,258.85
Miyapur,1292,2,2.0,0.2,82.14
Banjara Hills,1284,2,2.0,3.0,201.47
Uppal,3001,4,4.0,0.1,148.15
Ameerpet,2960,4,4.0,0.0,209.06
Jubilee Hills,1927,3,3.0,2.5,340.63
Miyapur,1154,2,2.0,0.2,86.29
Kondapur,2003,3,3.0,2.0,193.75
Kukatpally,1304,2,2.0,0.5,97.21
Gachibowli,3681,4,4.0,1.5,330.86
Jubilee Hills,3606,4,4.0,2.5,691.33
Kukatpally,2992,4,4.0,0.5,205.8
Miyapur,1270,2,3.0,0.2,77.64
Gachibowli,3876,4,5.0,1.5,306.17
Gachibowli,840,1,2.0,1.5,94.8
Uppal,3367,4,4.0,0.1,170.54
Uppal,1634,2,2.0,0.1,90.35
Jubilee Hills,3523,4,4.0,2.5,657.13
Gachibowli,987,1,1.0,1.5,103.76
Jubilee Hills,1416,2,3.0,2.5,272.77
Gachibowli,1554,2,2.0,1.5,155.31
Manikonda,1211,2,3.0,4.0,85.31
Manikonda,2995,4,4.0,4.0,182.53
Jubilee Hills,3058,4,4.0,2.5,570.0
Banjara Hills,868,1,1.0,3.0,139.09
Kukatpally,2566,3,3.0,0.5,183.83
Banjara Hills,2456,3,4.0,3.0,360.17
Banjara Hills,1529,2,2.0,3.0,253.6
Manikonda,1075,2,3.0,4.0,85.41
Madhapur,2968,4,5.0,1.0,291.84
Miyapur,3843,4,5.0,0.2,218.2
Banjara Hills,2489,3,3.0,3.0,325.95
Kukatpally,2742,3,3.0,0.5,198.26
Gachibowli,3549,4,5.0,1.5,315.38
Kondapur,2621,3,3.0,2.0,224.55
Kukatpally,1839,3,3.0,0.5,120.6
Ameerpet,1280,2,3.0,0.0,110.45
Kukatpally,3985,4,4.0,0.5,299.72
Uppal,1379,2,3.0,0.1,78.21
Miyapur,3869,4,5.0,0.2,237.55
Gachibowli,2426,3,4.0,1.5,206.81
Kondapur,1567,2,2.0,2.0,148.91
Manikonda,2723,3,3.0,4.0,161.68
Miyapur,2863,4,4.0,0.2,175.62
Ameerpet,3844,4,5.0,0.0,285.56
Manikonda,3930,4,4.0,4.0,233.78
Manikonda,3019,4,5.0,4.0,186.24
Gachibowli,1277,2,2.0,1.5,106.97
Uppal,2418,3,4.0,0.1,128.76
Kondapur,1203,2,3.0,2.0,115.91
Kondapur,1687,2,3.0,2.0,158.31
Gachibowli,3003,4,4.0,1.5,254.78
Madhapur,3570,4,4.0,1.0,375.53
Banjara Hills,2721,3,3.0,3.0,416.57
Uppal,1447,2,3.0,0.1,78.79
Madhapur,2503,3,3.0,1.0,252.1
Jubilee Hills,3988,4,4.0,2.5,716.35
Miyapur,3510,4,4.0,0.2,201.66
Madhapur,2447,3,3.0,1.0,230.34
Banjara Hills,3776,4,5.0,3.0,572.08
Gachibowli,1629,2,2.0,1.5,158.02
Kukatpally,3141,4,5.0,0.5,203.95
Miyapur,1787,2,3.0,0.2,119.18
Madhapur,2097,3,3.0,1.0,216.41
Uppal,1723,2,2.0,0.1,98.96
Kukatpally,3359,4,4.0,0.5,229.11
Kukatpally,1864,3,3.0,0.5,142.67
Gachibowli,3838,4,4.0,1.5,338.23
Ameerpet,1880,3,3.0,0.0,141.94
Uppal,1275,2,3.0,0.1,68.1
Jubilee Hills,1410,2,3.0,2.5,264.54
Uppal,2436,3,3.0,0.1,138.14
Miyapur,2590,3,4.0,0.2,179.01
Manikonda,3630,4,4.0,4.0,236.18
Madhapur,1702,2,2.0,1.0,163.57
Gachibowli,2927,4,4.0,1.5,245.88
Miyapur,1941,3,3.0,0.2,111.58
Gachibowli,2544,3,3.0,1.5,223.17
Madhapur,3441,4,4.0,1.0,332.13
Ameerpet,2207,3,3.0,0.0,176.23
Miyapur,2634,3,3.0,0.2,167.79
Uppal,2203,3,4.0,0.1,113.08
Manikonda,3629,4,4.0,4.0,230.73
Manikonda,2888,4,4.0,4.0,185.69
Ameerpet,1337,2,2.0,0.0,105.81
Miyapur,2554,3,4.0,0.2,167.13
Uppal,2741,3,4.0,0.1,140.53
Ameerpet,2315,3,3.0,0.0,171.26
Kukatpally,836,1,1.0,0.5,70.49
Manikonda,3318,4,5.0,4.0,194.8
Jubilee Hills,1300,2,2.0,2.5,241.89
Kukatpally,2254,3,4.0,0.5,152.54
Gachibowli,2194,3,3.0,1.5,183.51
Miyapur,2408,3,4.0,0.2,139.4
Kondapur,1887,3,3.0,2.0,175.39
Uppal,1068,2,3.0,0.1,63.76
Banjara Hills,899,1,1.0,3.0,143.8
Miyapur,3439,4,4.0,0.2,205.39
Uppal,2486,3,4.0,0.1,133.5
Kondapur,2051,3,3.0,2.0,181.32
Gachibowli,2215,3,3.0,1.5,213.12
Miyapur,3289,4,5.0,0.2,201.51
Gachibowli,2069,3,3.0,1.5,192.3
Madhapur,3812,4,4.0,1.0,352.38
Kukatpally,1659,2,2.0,0.5,117.05
Banjara Hills,3661,4,4.0,3.0,574.4
Miyapur,3192,4,4.0,0.2,195.39
Manikonda,3748,4,4.0,4.0,242.5
Manikonda,3091,4,4.0,4.0,193.8
Gachibowli,821,1,1.0,1.5,85.08
Uppal,3937,4,4.0,0.1,191.25
Miyapur,2997,4,4.0,0.2,188.76
Gachibowli,1480,2,2.0,1.5,137.9
Ameerpet,1652,2,2.0,0.0,116.81
Uppal,3931,4,5.0,0.1,188.62
Ameerpet,1755,2,2.0,0.0,129.55
Kukatpally,806,1,2.0,0.5,68.61
Jubilee Hills,2682,3,3.0,2.5,497.43
Uppal,1995,3,3.0,0.1,109.36
Ameerpet,3862,4,4.0,0.0,280.78
Kondapur,1729,2,2.0,2.0,142.29
Uppal,1998,3,4.0,0.1,110.49
Ameerpet,3058,4,5.0,0.0,237.29
Madhapur,3243,4,4.0,1.0,292.26
Jubilee Hills,1686,2,2.0,2.5,302.69
Banjara Hills,897,1,1.0,3.0,141.41
Banjara Hills,1758,2,2.0,3.0,298.99
Kondapur,3459,4,5.0,2.0,297.5
Banjara Hills,3039,4,4.0,3.0,434.27
Kukatpally,1537,2,3.0,0.5,115.78
Kukatpally,2260,3,3.0,0.5,165.44
Kondapur,1315,2,2.0,2.0,118.45
Miyapur,2850,4,5.0,0.2,175.59
Jubilee Hills,2013,3,3.0,2.5,391.35
Uppal,3021,4,4.0,0.1,150.86
Uppal,2172,3,3.0,0.1,104.27
Miyapur,1567,2,3.0,0.2,111.1
Ameerpet,2870,4,5.0,0.0,230.49
Kukatpally,961,1,1.0,0.5,84.24
Madhapur,3273,4,5.0,1.0,320.1
Madhapur,3115,4,5.0,1.0,297.38
Ameerpet,1002,2,2.0,0.0,95.7
Ameerpet,3526,4,4.0,0.0,243.68
Manikonda,1607,2,3.0,4.0,114.39
Uppal,2346,3,3.0,0.1,128.44
Madhapur,1129,2,2.0,1.0,117.52
Kondapur,832,1,1.0,2.0,85.02
Kondapur,3595,4,4.0,2.0,295.33
Kukatpally,3930,4,4.0,0.5,258.13
Kukatpally,3237,4,4.0,0.5,216.7
Gachibowli,1075,2,3.0,1.5,97.98
Kukatpally,3429,4,5.0,0.5,227.77
Kukatpally,3556,4,5.0,0.5,229.5
Miyapur,1179,2,2.0,0.2,81.92
Kukatpally,3289,4,4.0,0.5,245.78
Gachibowli,3035,4,4.0,1.5,274.74
Uppal,2628,3,4.0,0.1,132.69
Uppal,2391,3,4.0,0.1,117.87
Miyapur,3641,4,5.0,0.2,216.77
Kondapur,1310,2,3.0,2.0,118.55
Kondapur,2749,3,4.0,2.0,224.43
Banjara Hills,934,1,2.0,3.0,151.74
Ameerpet,2672,3,4.0,0.0,212.34
Jubilee Hills,2667,3,3.0,2.5,482.02
Ameerpet,3151,4,4.0,0.0,223.97
Miyapur,3178,4,4.0,0.2,180.47
Jubilee Hills,2692,3,3.0,2.5,482.95
Uppal,1989,3,3.0,0.1,109.5
Kondapur,3383,4,4.0,2.0,312.97
Kukatpally,3662,4,4.0,0.5,259.79
Ameerpet,3196,4,5.0,0.0,221.16
Jubilee Hills,1479,2,3.0,2.5,283.94
Uppal,866,1,2.0,0.1,61.07
Miyapur,2530,3,3.0,0.2,159.08
Uppal,3600,4,4.0,0.1,170.2
Ameerpet,3475,4,4.0,0.0,255.45
Manikonda,1908,3,3.0,4.0,127.08
Kondapur,2239,3,4.0,2.0,192.25
Banjara Hills,2486,3,3.0,3.0,381.75
Uppal,3220,4,5.0,0.1,159.42
Miyapur,2125,3,3.0,0.2,155.1
Madhapur,1407,2,2.0,1.0,146.19
Gachibowli,1801,3,3.0,1.5,163.59
Madhapur,3726,4,5.0,1.0,374.34
Miyapur,1919,3,3.0,0.2,116.85
Kondapur,1757,2,2.0,2.0,161.88
Gachibowli,2669,3,4.0,1.5,232.69
Kondapur,3667,4,4.0,2.0,328.71
Banjara Hills,1732,2,2.0,3.0,285.26
Uppal,958,1,1.0,0.1,49.26
Madhapur,2695,3,4.0,1.0,273.11
Kukatpally,2468,3,3.0,0.5,170.95
Gachibowli,1566,2,2.0,1.5,150.52
Uppal,902,1,2.0,0.1,64.13
Kukatpally,2424,3,4.0,0.5,176.77
Banjara Hills,2048,3,3.0,3.0,329.06
Kondapur,1576,2,2.0,2.0,131.79
Banjara Hills,2810,4,5.0,3.0,445.34
Miyapur,1583,2,2.0,0.2,107.3
Manikonda,2458,3,3.0,4.0,155.14
Kondapur,3425,4,4.0,2.0,292.86
Manikonda,2248,3,4.0,4.0,141.14
Kondapur,2997,4,4.0,2.0,268.42
Banjara Hills,3142,4,5.0,3.0,499.23
Gachibowli,3873,4,4.0,1.5,348.13
Madhapur,3266,4,5.0,1.0,314.73
Banjara Hills,3485,4,4.0,3.0,578.44
Jubilee Hills,1608,2,3.0,2.5,301.12
Madhapur,3355,4,5.0,1.0,300.79
Uppal,2779,3,3.0,0.1,147.54
Gachibowli,3785,4,5.0,1.5,359.61
Miyapur,2272,3,3.0,0.2,139.31
Jubilee Hills,1926,3,4.0,2.5,354.61
Madhapur,2112,3,3.0,1.0,213.23
Miyapur,3580,4,4.0,0.2,193.26
Kondapur,949,1,1.0,2.0,77.91
Jubilee Hills,2358,3,3.0,2.5,431.43
Gachibowli,2274,3,3.0,1.5,191.8
Madhapur,1483,2,2.0,1.0,164.61
Kondapur,3995,4,5.0,2.0,342.64
Banjara Hills,2900,4,5.0,3.0,438.03
Ameerpet,1544,2,2.0,0.0,127.54
Uppal,1894,3,4.0,0.1,107.51
Jubilee Hills,3420,4,4.0,2.5,621.76
Kukatpally,3230,4,4.0,0.5,223.37
Manikonda,3910,4,4.0,4.0,247.25
Uppal,3524,4,5.0,0.1,170.81
Banjara Hills,1440,2,2.0,3.0,234.43
Banjara Hills,2137,3,3.0,3.0,311.42
Uppal,1577,2,2.0,0.1,95.96
Ameerpet,1966,3,3.0,0.0,155.96
Banjara Hills,1130,2,2.0,3.0,180.49
Miyapur,3210,4,5.0,0.2,196.33
Manikonda,2984,4,4.0,4.0,180.06
Jubilee Hills,3125,4,4.0,2.5,584.74
Gachibowli,2548,3,4.0,1.5,213.67
Manikonda,1624,2,2.0,4.0,100.14
Manikonda,1434,2,2.0,4.0,90.88
Kondapur,2597,3,3.0,2.0,210.87
Jubilee Hills,1119,2,2.0,2.5,207.49
Jubilee Hills,1269,2,3.0,2.5,237.36
Miyapur,3479,4,4.0,0.2,217.74
Gachibowli,3367,4,4.0,1.5,287.08
Miyapur,3295,4,5.0,0.2,197.99
Miyapur,2226,3,3.0,0.2,138.24
Kondapur,2297,3,4.0,2.0,200.32
Ameerpet,1089,2,3.0,0.0,96.51
Kukatpally,2496,3,3.0,0.5,165.52
Madhapur,2603,3,3.0,1.0,269.69
Gachibowli,3767,4,4.0,1.5,354.85
Ameerpet,1976,3,3.0,0.0,160.91
Kukatpally,3769,4,4.0,0.5,234.22
Uppal,1569,2,3.0,0.1,93.11
Jubilee Hills,2672,3,3.0,2.5,503.62
Kukatpally,3737,4,4.0,0.5,260.29
Miyapur,1454,2,2.0,0.2,82.13
Uppal,1686,2,2.0,0.1,98.37
Ameerpet,811,1,1.0,0.0,81.36
Manikonda,3112,4,4.0,4.0,194.05
Miyapur,2554,3,3.0,0.2,146.22
Uppal,2302,3,4.0,0.1,116.09
Ameerpet,3571,4,4.0,0.0,261.03
Ameerpet,1588,2,3.0,0.0,130.32
Kukatpally,2772,3,3.0,0.5,196.93
Ameerpet,2234,3,3.0,0.0,151.9
Miyapur,1942,3,3.0,0.2,119.15
Gachibowli,2441,3,3.0,1.5,230.87
Manikonda,2941,4,5.0,4.0,181.8
Kondapur,2845,4,4.0,2.0,232.5
Banjara Hills,3917,4,4.0,3.0,598.24
Kondapur,2533,3,4.0,2.0,233.31
Uppal,1852,3,3.0,0.1,88.97
Kukatpally,3738,4,4.0,0.5,252.98
Manikonda,2277,3,4.0,4.0,138.19
Miyapur,2342,3,3.0,0.2,150.71
Kukatpally,3014,4,5.0,0.5,213.9
Kukatpally,1978,3,3.0,0.5,146.33
Manikonda,3558,4,4.0,4.0,209.79
Miyapur,3526,4,4.0,0.2,203.48
Uppal,3156,4,4.0,0.1,150.74
Uppal,1818,3,3.0,0.1,97.72
Kondapur,1156,2,2.0,2.0,104.0
Uppal,3522,4,4.0,0.1,170.7
Kukatpally,3227,4,4.0,0.5,210.18
Kondapur,1006,2,3.0,2.0,96.14
Uppal,883,1,1.0,0.1,51.04
Uppal,1954,3,3.0,0.1,101.55
Kondapur,3774,4,4.0,2.0,322.37
Madhapur,3031,4,5.0,1.0,322.38
Kondapur,1168,2,2.0,2.0,108.31
Madhapur,3188,4,4.0,1.0,327.33
Kondapur,1068,2,2.0,2.0,94.69
Manikonda,2515,3,3.0,4.0,155.09
Madhapur,3402,4,4.0,1.0,329.11
Jubilee Hills,1361,2,2.0,2.5,259.13
Banjara Hills,2557,3,3.0,3.0,405.83
Kondapur,2824,4,5.0,2.0,225.87
Miyapur,2913,4,4.0,0.2,175.09
Uppal,1554,2,3.0,0.1,86.68
Uppal,1218,2,3.0,0.1,77.95
Banjara Hills,3866,4,4.0,3.0,609.44
Jubilee Hills,3463,4,4.0,2.5,567.87
Jubilee Hills,3475,4,4.0,2.5,618.36
Kondapur,3690,4,4.0,2.0,273.68
Ameerpet,1750,2,2.0,0.0,139.52
Madhapur,3032,4,4.0,1.0,303.04
Ameerpet,1529,2,2.0,0.0,117.04
Jubilee Hills,3400,4,5.0,2.5,649.6
Kondapur,2372,3,4.0,2.0,194.45
Manikonda,2474,3,4.0,4.0,145.96
Banjara Hills,3060,4,4.0,3.0,454.65
Kondapur,2441,3,3.0,2.0,221.65
Gachibowli,1699,2,2.0,1.5,161.12
Ameerpet,1501,2,2.0,0.0,122.44
Madhapur,3909,4,4.0,1.0,363.63
Kondapur,2359,3,3.0,2.0,209.87
Kondapur,816,1,1.0,2.0,85.89
Miyapur,3525,4,5.0,0.2,203.64
Banjara Hills,1110,2,3.0,3.0,172.16
Kukatpally,3889,4,4.0,0.5,280.36
Banjara Hills,1066,2,2.0,3.0,167.14
Gachibowli,3773,4,4.0,1.5,329.02
Kukatpally,3200,4,4.0,0.5,218.95
Banjara Hills,1891,3,3.0,3.0,300.5
Banjara Hills,1992,3,3.0,3.0,289.65
Gachibowli,2320,3,3.0,1.5,226.51
Kukatpally,2531,3,4.0,0.5,173.81
Madhapur,1834,3,3.0,1.0,188.14
Uppal,3595,4,4.0,0.1,187.35
Miyapur,3968,4,4.0,0.2,240.65
Banjara Hills,3016,4,5.0,3.0,475.68
Kondapur,926,1,2.0,2.0,86.67
Manikonda,3499,4,4.0,4.0,223.44
Banjara Hills,3235,4,4.0,3.0,512.95
Uppal,3367,4,5.0,0.1,177.31
Gachibowli,2877,4,4.0,1.5,229.59
Uppal,1212,2,2.0,0.1,78.31
Miyapur,2636,3,3.0,0.2,167.55
Manikonda,2409,3,3.0,4.0,146.65
Miyapur,1021,2,2.0,0.2,68.83
Banjara Hills,2524,3,3.0,3.0,407.8
Madhapur,2569,3,4.0,1.0,264.9
Uppal,2421,3,4.0,0.1,129.51
Banjara Hills,3331,4,5.0,3.0,503.85
Manikonda,1256,2,2.0,4.0,77.18
Ameerpet,3039,4,4.0,0.0,280.02
Gachibowli,2185,3,3.0,1.5,187.1
Kukatpally,1632,2,2.0,0.5,130.69
Madhapur,1055,2,2.0,1.0,101.43
Madhapur,2198,3,4.0,1.0,218.23
Kondapur,1303,2,3.0,2.0,116.73
Jubilee Hills,3878,4,4.0,2.5,747.76
Kondapur,1709,2,2.0,2.0,149.34
Manikonda,1344,2,2.0,4.0,93.1
Kondapur,802,1,2.0,2.0,78.92
Manikonda,3100,4,5.0,4.0,186.19
Banjara Hills,3678,4,4.0,3.0,582.61
Madhapur,1025,2,2.0,1.0,105.02
Kondapur,3818,4,5.0,2.0,304.49
Manikonda,958,1,1.0,4.0,69.84
Uppal,1902,3,3.0,0.1,108.18
Ameerpet,1074,2,2.0,0.0,86.23
Ameerpet,2045,3,3.0,0.0,160.33
Gachibowli,2760,3,3.0,1.5,249.17
Miyapur,3041,4,4.0,0.2,189.19
Jubilee Hills,2862,4,5.0,2.5,505.23
Jubilee Hills,1880,3,4.0,2.5,346.79
Madhapur,1646,2,2.0,1.0,163.72
Kondapur,3827,4,4.0,2.0,285.19
Gachibowli,1073,2,2.0,1.5,113.65
Madhapur,3881,4,5.0,1.0,401.07
Miyapur,3681,4,4.0,0.2,193.56
Banjara Hills,1536,2,2.0,3.0,248.07
Kukatpally,1559,2,2.0,0.5,116.65
Kondapur,2873,4,4.0,2.0,230.53
Gachibowli,2992,4,5.0,1.5,257.27
Kukatpally,1763,2,2.0,0.5,141.06
Uppal,3572,4,4.0,0.1,177.87
Banjara Hills,903,1,1.0,3.0,140.29
Banjara Hills,870,1,1.0,3.0,140.21
Kondapur,1247,2,2.0,2.0,117.51
Ameerpet,1227,2,2.0,0.0,106.31
Ameerpet,3476,4,4.0,0.0,253.05
Gachibowli,2943,4,5.0,1.5,271.37
Uppal,1793,2,3.0,0.1,92.09
Jubilee Hills,867,1,1.0,2.5,178.89
Banjara Hills,1033,2,2.0,3.0,178.49
Kukatpally,2751,3,3.0,0.5,196.7
Uppal,1940,3,4.0,0.1,95.89
Uppal,2210,3,3.0,0.1,117.35
Miyapur,3047,4,4.0,0.2,193.86
Madhapur,1150,2,2.0,1.0,121.95
Gachibowli,3949,4,4.0,1.5,335.36
Gachibowli,2546,3,3.0,1.5,246.79
Madhapur,1887,3,3.0,1.0,181.22
Madhapur,2195,3,3.0,1.0,218.93
Ameerpet,1796,2,2.0,0.0,144.76
Ameerpet,1421,2,2.0,0.0,128.55
Jubilee Hills,3296,4,5.0,2.5,653.39
Madhapur,3223,4,5.0,1.0,306.46
Jubilee Hills,1856,3,3.0,2.5,387.21
Banjara Hills,3890,4,4.0,3.0,646.82
Jubilee Hills,3012,4,4.0,2.5,567.8
Manikonda,2891,4,4.0,4.0,180.09
Miyapur,2318,3,3.0,0.2,140.32
Kondapur,1477,2,3.0,2.0,138.73
Gachibowli,2143,3,3.0,1.5,187.81
Jubilee Hills,2208,3,3.0,2.5,404.72
Miyapur,3830,4,4.0,0.2,232.13
Kondapur,1891,3,4.0,2.0,174.13
Banjara Hills,1943,3,3.0,3.0,313.14
Miyapur,1360,2,2.0,0.2,84.4
Kukatpally,2328,3,4.0,0.5,178.93
Kukatpally,980,1,2.0,0.5,78.83
Gachibowli,1266,2,2.0,1.5,132.35
Miyapur,2980,4,4.0,0.2,178.78
Ameerpet,872,1,1.0,0.0,66.14
Uppal,3026,4,4.0,0.1,149.46
Banjara Hills,2179,3,4.0,3.0,344.63
Jubilee Hills,3139,4,4.0,2.5,596.56
Jubilee Hills,2356,3,4.0,2.5,475.27
Gachibowli,3876,4,4.0,1.5,345.72
Ameerpet,1171,2,2.0,0.0,101.12
Uppal,2437,3,3.0,0.1,127.68
Manikonda,1926,3,3.0,4.0,122.78
Jubilee Hills,2268,3,4.0,2.5,390.49
Ameerpet,2736,3,3.0,0.0,205.22
Kukatpally,1007,2,2.0,0.5,88.76
Kondapur,3733,4,4.0,2.0,326.82
Madhapur,2642,3,4.0,1.0,270.63
Madhapur,1771,2,2.0,1.0,182.22
Gachibowli,3361,4,4.0,1.5,288.96
Madhapur,1228,2,3.0,1.0,120.04
Miyapur,1204,2,2.0,0.2,73.79
Ameerpet,1946,3,3.0,0.0,161.53
Madhapur,1768,2,2.0,1.0,167.42
Gachibowli,3587,4,5.0,1.5,315.1
Miyapur,1515,2,2.0,0.2,102.36
Kondapur,2818,4,4.0,2.0,251.87
Ameerpet,1951,3,3.0,0.0,161.11
Miyapur,1412,2,2.0,0.2,84.64
Kukatpally,3412,4,5.0,0.5,238.21
Manikonda,3909,4,4.0,4.0,234.66
Gachibowli,3334,4,4.0,1.5,299.9
Gachibowli,837,1,1.0,1.5,75.63
Miyapur,1464,2,2.0,0.2,86.13
Ameerpet,2229,3,3.0,0.0,171.99
Banjara Hills,1111,2,2.0,3.0,171.54
Kondapur,2190,3,3.0,2.0,183.24
Ameerpet,1240,2,2.0,0.0,105.43
Ameerpet,1121,2,2.0,0.0,102.84
Banjara Hills,1587,2,2.0,3.0,247.8
Kondapur,2567,3,3.0,2.0,216.96
Uppal,2368,3,3.0,0.1,122.54
Miyapur,2159,3,3.0,0.2,137.55
Ameerpet,2316,3,3.0,0.0,174.99
Miyapur,2389,3,4.0,0.2,147.36
Uppal,870,1,2.0,0.1,51.47
Banjara Hills,1678,2,2.0,3.0,285.69
Miyapur,3969,4,4.0,0.2,229.37
Manikonda,2371,3,3.0,4.0,163.66
Gachibowli,1636,2,3.0,1.5,142.29
Madhapur,1177,2,2.0,1.0,117.43
Kondapur,3345,4,4.0,2.0,266.3
Manikonda,1619,2,3.0,4.0,103.68
Jubilee Hills,3561,4,4.0,2.5,648.39
Ameerpet,1219,2,2.0,0.0,99.44
Uppal,3154,4,4.0,0.1,163.95
Miyapur,1772,2,2.0,0.2,125.34
Uppal,1505,2,2.0,0.1,77.62
Madhapur,2158,3,4.0,1.0,214.48
Gachibowli,2784,3,3.0,1.5,244.11
Uppal,1442,2,3.0,0.1,80.99
